n,k,seed,num_edges,mu,algorithm,time,success,timed_out,modularity,optimal,error,graph_type,timestamp
80,2,11,165,0.15,bnb_c,0.025693893432617188,True,False,0.363067033976125,True,,lfr,2026-03-11T21:25:32.708511
80,2,12,157,0.15,gurobi,0.24080109596252441,True,False,0.3709683962838305,True,,lfr,2026-03-11T21:25:33.059910
80,2,12,157,0.15,bnb_c,0.021786212921142578,True,False,0.370968396283825,True,,lfr,2026-03-11T21:25:33.190249
80,2,13,165,0.15,gurobi,0.0930318832397461,True,False,0.38907254361799587,True,,lfr,2026-03-11T21:25:33.398914
80,2,13,165,0.15,bnb_c,0.016005992889404297,True,False,0.389072543617998,True,,lfr,2026-03-11T21:25:33.518819
80,2,14,156,0.15,gurobi,0.5563337802886963,True,False,0.35944690992768336,True,,lfr,2026-03-11T21:25:34.194741
80,2,14,156,0.15,bnb_c,0.0701601505279541,True,False,0.359446909927679,True,,lfr,2026-03-11T21:25:34.369365
80,2,15,163,0.15,gurobi,0.6182899475097656,True,False,0.3825699123038121,True,,lfr,2026-03-11T21:25:35.104085
80,2,15,163,0.15,bnb_c,0.02244114875793457,True,False,0.382569912303813,True,,lfr,2026-03-11T21:25:35.229753
80,2,16,152,0.15,gurobi,0.1447749137878418,True,False,0.4047783933518021,True,,lfr,2026-03-11T21:25:35.489207
80,2,16,152,0.15,bnb_c,0.01161813735961914,True,False,0.404778393351801,True,,lfr,2026-03-11T21:25:35.609414
80,2,17,157,0.15,gurobi,0.10615301132202148,True,False,0.3659174814394126,True,,lfr,2026-03-11T21:25:35.833312
80,2,17,157,0.15,bnb_c,0.025510311126708984,True,False,0.365917481439409,True,,lfr,2026-03-11T21:25:35.970494
80,2,18,145,0.15,gurobi,0.07723760604858398,True,False,0.38356718192627104,True,,lfr,2026-03-11T21:25:36.162577
80,2,18,145,0.15,bnb_c,0.010359048843383789,True,False,0.383567181926278,True,,lfr,2026-03-11T21:25:36.276732
80,2,19,146,0.15,gurobi,0.5922720432281494,True,False,0.3767123287671277,True,,lfr,2026-03-11T21:25:36.986141
80,2,19,146,0.15,bnb_c,0.024075746536254883,True,False,0.376712328767123,True,,lfr,2026-03-11T21:25:37.111857
80,2,20,148,0.15,gurobi,0.06772422790527344,True,False,0.41252739225711865,True,,lfr,2026-03-11T21:25:37.294870
80,2,20,148,0.15,bnb_c,0.010355949401855469,True,False,0.412527392257122,True,,lfr,2026-03-11T21:25:37.406866
80,2,21,163,0.15,gurobi,0.07259392738342285,True,False,0.3896081899958594,True,,lfr,2026-03-11T21:25:37.594364
80,2,21,163,0.15,bnb_c,0.01872110366821289,True,False,0.38960818999586,True,,lfr,2026-03-11T21:25:37.724331
80,2,22,159,0.15,gurobi,0.057347774505615234,True,False,0.38908666587555474,True,,lfr,2026-03-11T21:25:37.894861
80,2,22,159,0.15,bnb_c,0.018333911895751953,True,False,0.389086665875559,True,,lfr,2026-03-11T21:25:38.025244
80,2,23,151,0.15,gurobi,0.219390869140625,True,False,0.3476821192052982,True,,lfr,2026-03-11T21:25:38.356760
80,2,23,151,0.15,bnb_c,0.042778968811035156,True,False,0.347682119205298,True,,lfr,2026-03-11T21:25:38.502140
80,2,24,160,0.15,gurobi,0.20515704154968262,True,False,0.36466796874999535,True,,lfr,2026-03-11T21:25:38.824910
80,2,24,160,0.15,bnb_c,0.019650936126708984,True,False,0.36466796875,True,,lfr,2026-03-11T21:25:38.955457
80,2,25,174,0.15,gurobi,0.3475809097290039,True,False,0.3448275862068949,True,,lfr,2026-03-11T21:25:39.411891
80,2,25,174,0.15,bnb_c,0.03666520118713379,True,False,0.344827586206897,True,,lfr,2026-03-11T21:25:39.551850
80,2,26,148,0.15,gurobi,0.8830809593200684,True,False,0.38084368151935605,True,,lfr,2026-03-11T21:25:40.547497
80,2,26,148,0.15,bnb_c,0.027415037155151367,True,False,0.380843681519357,True,,lfr,2026-03-11T21:25:40.678367
80,2,27,163,0.15,gurobi,0.08023905754089355,True,False,0.3400391433625653,True,,lfr,2026-03-11T21:25:40.872533
80,2,27,163,0.15,bnb_c,0.3186051845550537,True,False,0.340039143362565,True,,lfr,2026-03-11T21:25:41.295647
80,2,28,155,0.15,gurobi,0.29070210456848145,True,False,0.3966909469302793,True,,lfr,2026-03-11T21:25:41.701653
80,2,28,155,0.15,bnb_c,0.029306888580322266,True,False,0.396690946930281,True,,lfr,2026-03-11T21:25:41.834226
80,2,29,161,0.15,gurobi,0.23313522338867188,True,False,0.36065352416959323,True,,lfr,2026-03-11T21:25:42.184782
80,2,29,161,0.15,bnb_c,0.05404090881347656,True,False,0.360653524169592,True,,lfr,2026-03-11T21:25:42.348821
80,2,30,140,0.15,gurobi,0.20894980430603027,True,False,0.39346938775510387,True,,lfr,2026-03-11T21:25:42.673393
80,2,30,140,0.15,bnb_c,0.024557828903198242,True,False,0.393469387755102,True,,lfr,2026-03-11T21:25:42.808142
80,2,31,142,0.15,gurobi,0.15836119651794434,True,False,0.39982146399524127,True,,lfr,2026-03-11T21:25:43.080585
80,2,31,142,0.15,bnb_c,0.018904685974121094,True,False,0.399821463995239,True,,lfr,2026-03-11T21:25:43.208705
80,2,32,156,0.15,gurobi,0.1340169906616211,True,False,0.3964291584483952,True,,lfr,2026-03-11T21:25:43.451613
80,2,32,156,0.15,bnb_c,0.012237071990966797,True,False,0.396429158448389,True,,lfr,2026-03-11T21:25:43.573851
80,2,33,154,0.15,gurobi,0.5625927448272705,True,False,0.36538623713947727,True,,lfr,2026-03-11T21:25:44.243037
80,2,33,154,0.15,bnb_c,0.08678412437438965,True,False,0.365386237139484,True,,lfr,2026-03-11T21:25:44.432222
80,2,34,165,0.15,gurobi,0.21707534790039062,True,False,0.37889807162534456,True,,lfr,2026-03-11T21:25:44.767397
80,2,34,165,0.15,bnb_c,0.02643108367919922,True,False,0.378898071625344,True,,lfr,2026-03-11T21:25:44.896821
80,2,35,145,0.15,gurobi,0.29506993293762207,True,False,0.3480618311533818,True,,lfr,2026-03-11T21:25:45.310394
80,2,35,145,0.15,bnb_c,0.017659902572631836,True,False,0.348061831153389,True,,lfr,2026-03-11T21:25:45.429767
80,2,36,161,0.15,gurobi,0.08135414123535156,True,False,0.37886269819837237,True,,lfr,2026-03-11T21:25:45.623332
80,2,36,161,0.15,bnb_c,0.012984037399291992,True,False,0.378862698198372,True,,lfr,2026-03-11T21:25:45.740072
80,2,37,145,0.15,gurobi,0.2610130310058594,True,False,0.3689417360285307,True,,lfr,2026-03-11T21:25:46.114695
80,2,37,145,0.15,bnb_c,0.03472614288330078,True,False,0.368941736028537,True,,lfr,2026-03-11T21:25:46.252668
80,2,38,164,0.15,gurobi,0.6500849723815918,True,False,0.3697018143961972,True,,lfr,2026-03-11T21:25:47.016472
80,2,38,164,0.15,bnb_c,0.03192496299743652,True,False,0.369701814396193,True,,lfr,2026-03-11T21:25:47.152330
80,2,39,146,0.15,gurobi,0.49735283851623535,True,False,0.3698395571401767,True,,lfr,2026-03-11T21:25:47.765252
80,2,39,146,0.15,bnb_c,0.02887725830078125,True,False,0.369839557140176,True,,lfr,2026-03-11T21:25:47.899681
80,2,40,128,0.15,gurobi,0.18830299377441406,True,False,0.4140625,True,,lfr,2026-03-11T21:25:48.207331
80,2,40,128,0.15,bnb_c,0.01862812042236328,True,False,0.4140625,True,,lfr,2026-03-11T21:25:48.337555
80,2,41,153,0.15,gurobi,0.22793316841125488,True,False,0.3514460250331048,True,,lfr,2026-03-11T21:25:48.682820
80,2,41,153,0.15,bnb_c,0.07545804977416992,True,False,0.351446025033107,True,,lfr,2026-03-11T21:25:48.868485
80,2,42,146,0.15,gurobi,0.21504712104797363,True,False,0.36301369863013844,True,,lfr,2026-03-11T21:25:49.206893
80,2,42,146,0.15,bnb_c,0.01437687873840332,True,False,0.363013698630137,True,,lfr,2026-03-11T21:25:49.323721
80,2,43,136,0.15,gurobi,0.10975003242492676,True,False,0.39749134948096726,True,,lfr,2026-03-11T21:25:49.541666
80,2,43,136,0.15,bnb_c,0.013422966003417969,True,False,0.397491349480969,True,,lfr,2026-03-11T21:25:49.660056
80,2,44,158,0.15,gurobi,0.6532509326934814,True,False,0.3746194520108944,True,,lfr,2026-03-11T21:25:50.436662
80,2,44,158,0.15,bnb_c,0.048651933670043945,True,False,0.374619452010896,True,,lfr,2026-03-11T21:25:50.588428
80,2,45,166,0.15,gurobi,0.08559417724609375,True,False,0.38554216867469515,True,,lfr,2026-03-11T21:25:50.789226
80,2,45,166,0.15,bnb_c,0.012223958969116211,True,False,0.385542168674699,True,,lfr,2026-03-11T21:25:50.906393
80,2,46,161,0.15,gurobi,0.16959714889526367,True,False,0.3757571081362602,True,,lfr,2026-03-11T21:25:51.199728
80,2,46,161,0.15,bnb_c,0.050351858139038086,True,False,0.37575710813626,True,,lfr,2026-03-11T21:25:51.357084
80,2,47,163,0.15,gurobi,0.08124113082885742,True,False,0.38486582106966793,True,,lfr,2026-03-11T21:25:51.551175
80,2,47,163,0.15,bnb_c,0.01170206069946289,True,False,0.384865821069668,True,,lfr,2026-03-11T21:25:51.668863
80,2,48,156,0.15,gurobi,1.9415826797485352,True,False,0.35089990138067595,True,,lfr,2026-03-11T21:25:53.730727
80,2,48,156,0.15,bnb_c,0.3622128963470459,True,False,0.350899901380671,True,,lfr,2026-03-11T21:25:54.195740
80,2,49,154,0.15,gurobi,0.11956787109375,True,False,0.3835174565693986,True,,lfr,2026-03-11T21:25:54.425304
80,2,49,154,0.15,bnb_c,0.01933598518371582,True,False,0.383517456569405,True,,lfr,2026-03-11T21:25:54.555794
80,2,0,143,0.2,gurobi,1.0369629859924316,True,False,0.3589417575431552,True,,lfr,2026-03-11T21:25:55.702766
80,2,0,143,0.2,bnb_c,0.6144988536834717,True,False,0.358941757543156,True,,lfr,2026-03-11T21:25:56.419942
80,2,1,153,0.2,gurobi,3.8257720470428467,True,False,0.32064590542099053,True,,lfr,2026-03-11T21:26:00.359607
80,2,1,153,0.2,bnb_c,1.7702910900115967,True,False,0.320645905420992,True,,lfr,2026-03-11T21:26:02.236777
80,2,2,164,0.2,gurobi,1.134012222290039,True,False,0.32880353955978897,True,,lfr,2026-03-11T21:26:03.487687
80,2,2,164,0.2,bnb_c,0.7776408195495605,True,False,0.328803539559786,True,,lfr,2026-03-11T21:26:04.373076
80,2,3,158,0.2,gurobi,3.618675947189331,True,False,0.33926854670725715,True,,lfr,2026-03-11T21:26:08.111527
80,2,3,158,0.2,bnb_c,0.8067829608917236,True,False,0.339268546707259,True,,lfr,2026-03-11T21:26:09.025582
80,2,4,156,0.2,gurobi,4.48019003868103,True,False,0.32486850756082025,True,,lfr,2026-03-11T21:26:13.619057
80,2,4,156,0.2,bnb_c,1.751586675643921,True,False,0.324868507560815,True,,lfr,2026-03-11T21:26:15.477437
80,2,5,138,0.2,gurobi,0.10820508003234863,True,False,0.3909630329762655,True,,lfr,2026-03-11T21:26:15.696238
80,2,5,138,0.2,bnb_c,0.0326840877532959,True,False,0.390963032976265,True,,lfr,2026-03-11T21:26:15.845108
80,2,6,178,0.2,gurobi,2.652646780014038,True,False,0.32274965282161194,True,,lfr,2026-03-11T21:26:18.618437
80,2,6,178,0.2,bnb_c,1.580014705657959,True,False,0.322749652821613,True,,lfr,2026-03-11T21:26:20.306328
80,2,7,151,0.2,gurobi,0.23292803764343262,True,False,0.3736239638612331,True,,lfr,2026-03-11T21:26:20.652190
80,2,7,151,0.2,bnb_c,0.038890838623046875,True,False,0.373623963861234,True,,lfr,2026-03-11T21:26:20.799576
80,2,8,147,0.2,gurobi,0.833716869354248,True,False,0.32845110833448654,True,,lfr,2026-03-11T21:26:21.754470
80,2,8,147,0.2,bnb_c,0.2561209201812744,True,False,0.32845110833449,True,,lfr,2026-03-11T21:26:22.117708
80,2,9,157,0.2,gurobi,0.5218298435211182,True,False,0.36551178546797425,True,,lfr,2026-03-11T21:26:22.748936
80,2,9,157,0.2,bnb_c,0.10736989974975586,True,False,0.36551178546797,True,,lfr,2026-03-11T21:26:22.962449
80,2,10,142,0.2,gurobi,2.3335280418395996,True,False,0.35826224955366137,True,,lfr,2026-03-11T21:26:25.418051
80,2,10,142,0.2,bnb_c,2.758364200592041,True,False,0.35826224955366,True,,lfr,2026-03-11T21:26:28.279426
80,2,11,163,0.2,gurobi,2.9016802310943604,True,False,0.3289171590951882,True,,lfr,2026-03-11T21:26:31.292421
80,2,11,163,0.2,bnb_c,3.236433744430542,True,False,0.328917159095186,True,,lfr,2026-03-11T21:26:34.638915
80,2,12,159,0.2,gurobi,1.0692811012268066,True,False,0.3427672955974786,True,,lfr,2026-03-11T21:26:35.820526
80,2,12,159,0.2,bnb_c,0.2912261486053467,True,False,0.342767295597484,True,,lfr,2026-03-11T21:26:36.219056
80,2,13,167,0.2,gurobi,2.1644420623779297,True,False,0.3297536663200533,True,,lfr,2026-03-11T21:26:38.501881
80,2,13,167,0.2,bnb_c,0.7274458408355713,True,False,0.329753666320055,True,,lfr,2026-03-11T21:26:39.338153
80,2,14,155,0.2,gurobi,0.6504538059234619,True,False,0.36451612903225616,True,,lfr,2026-03-11T21:26:40.109819
80,2,14,155,0.2,bnb_c,0.19065594673156738,True,False,0.364516129032258,True,,lfr,2026-03-11T21:26:40.407643
80,2,15,162,0.2,gurobi,1.971492052078247,True,False,0.3161103490321606,True,,lfr,2026-03-11T21:26:42.494741
80,2,15,162,0.2,bnb_c,0.7951288223266602,True,False,0.31611034903216,True,,lfr,2026-03-11T21:26:43.392623
80,2,16,153,0.2,gurobi,0.4540700912475586,True,False,0.37408688965782505,True,,lfr,2026-03-11T21:26:43.962284
80,2,16,153,0.2,bnb_c,0.06211113929748535,True,False,0.374086889657824,True,,lfr,2026-03-11T21:26:44.126050
80,2,17,156,0.2,gurobi,2.042081117630005,True,False,0.3448389217620052,True,,lfr,2026-03-11T21:26:46.288782
80,2,17,156,0.2,bnb_c,1.1559967994689941,True,False,0.344838921761999,True,,lfr,2026-03-11T21:26:47.548413
80,2,18,144,0.2,gurobi,0.7814738750457764,True,False,0.34944058641974934,True,,lfr,2026-03-11T21:26:48.440221
80,2,18,144,0.2,bnb_c,0.29129505157470703,True,False,0.349440586419753,True,,lfr,2026-03-11T21:26:48.834653
80,2,19,147,0.2,gurobi,0.38143110275268555,True,False,0.39094821602109747,True,,lfr,2026-03-11T21:26:49.325090
80,2,19,147,0.2,bnb_c,0.23340702056884766,True,False,0.390948216021102,True,,lfr,2026-03-11T21:26:49.661526
80,2,20,141,0.2,gurobi,1.1277480125427246,True,False,0.35813087872843474,True,,lfr,2026-03-11T21:26:50.904116
80,2,20,141,0.2,bnb_c,0.33272600173950195,True,False,0.358130878728434,True,,lfr,2026-03-11T21:26:51.340435
80,2,21,171,0.2,gurobi,1.184922695159912,True,False,0.3301357682705789,True,,lfr,2026-03-11T21:26:52.642351
80,2,21,171,0.2,bnb_c,1.2634387016296387,True,False,0.330135768270579,True,,lfr,2026-03-11T21:26:54.014464
80,2,22,158,0.2,gurobi,0.360731840133667,True,False,0.3524875821182493,True,,lfr,2026-03-11T21:26:54.490507
80,2,22,158,0.2,bnb_c,0.14487910270690918,True,False,0.35248758211825,True,,lfr,2026-03-11T21:26:54.740402
80,2,23,150,0.2,gurobi,2.1245639324188232,True,False,0.3216666666666647,True,,lfr,2026-03-11T21:26:56.983835
80,2,23,150,0.2,bnb_c,2.495759963989258,True,False,0.321666666666667,True,,lfr,2026-03-11T21:26:59.583467
80,2,24,155,0.2,gurobi,4.992271661758423,True,False,0.33225806451612666,True,,lfr,2026-03-11T21:27:04.685818
80,2,24,155,0.2,bnb_c,1.4886038303375244,True,False,0.332258064516129,True,,lfr,2026-03-11T21:27:06.281100
80,2,25,173,0.2,gurobi,0.19714689254760742,True,False,0.33235323599184563,True,,lfr,2026-03-11T21:27:06.589615
80,2,25,173,0.2,bnb_c,0.0826880931854248,True,False,0.332353235991847,True,,lfr,2026-03-11T21:27:06.778586
80,2,26,150,0.2,gurobi,2.048943042755127,True,False,0.33777777777777446,True,,lfr,2026-03-11T21:27:08.948534
80,2,26,150,0.2,bnb_c,0.16975736618041992,True,False,0.337777777777778,True,,lfr,2026-03-11T21:27:09.227017
80,2,27,166,0.2,gurobi,120,False,True,,,timeout,lfr,2026-03-11T21:29:09.259749
80,2,27,166,0.2,bnb_c,3.4135148525238037,True,False,0.305759181303527,True,,lfr,2026-03-11T21:29:12.786922
80,2,28,159,0.2,gurobi,0.651879072189331,True,False,0.36114077765910796,True,,lfr,2026-03-11T21:29:13.548029
80,2,28,159,0.2,bnb_c,0.22603297233581543,True,False,0.361140777659112,True,,lfr,2026-03-11T21:29:13.879471
80,2,29,163,0.2,gurobi,2.285720109939575,True,False,0.33283149535172685,True,,lfr,2026-03-11T21:29:16.283756
80,2,29,163,0.2,bnb_c,3.6357359886169434,True,False,0.332831495351726,True,,lfr,2026-03-11T21:29:20.025841
80,2,30,133,0.2,gurobi,0.28513479232788086,True,False,0.393719260557406,True,,lfr,2026-03-11T21:29:20.430183
80,2,30,133,0.2,bnb_c,0.14119601249694824,True,False,0.393719260557409,True,,lfr,2026-03-11T21:29:20.679730
80,2,31,137,0.2,gurobi,0.6310322284698486,True,False,0.3703180776812791,True,,lfr,2026-03-11T21:29:21.422834
80,2,31,137,0.2,bnb_c,0.2887837886810303,True,False,0.370318077681283,True,,lfr,2026-03-11T21:29:21.822075
80,2,32,162,0.2,gurobi,1.4232559204101562,True,False,0.34567901234568094,True,,lfr,2026-03-11T21:29:23.355189
80,2,32,162,0.2,bnb_c,0.49846506118774414,True,False,0.345679012345679,True,,lfr,2026-03-11T21:29:23.956356
80,2,33,159,0.2,gurobi,1.7139408588409424,True,False,0.33016890154661205,True,,lfr,2026-03-11T21:29:25.784047
80,2,33,159,0.2,bnb_c,0.4906039237976074,True,False,0.330168901546616,True,,lfr,2026-03-11T21:29:26.377850
80,2,34,165,0.2,gurobi,5.301629066467285,True,False,0.3261707988980714,True,,lfr,2026-03-11T21:29:31.790732
80,2,34,165,0.2,bnb_c,2.3758232593536377,True,False,0.326170798898071,True,,lfr,2026-03-11T21:29:34.275308
80,2,35,148,0.2,gurobi,0.7052748203277588,True,False,0.33927593133674194,True,,lfr,2026-03-11T21:29:35.101309
80,2,35,148,0.2,bnb_c,0.06075596809387207,True,False,0.339275931336742,True,,lfr,2026-03-11T21:29:35.271491
80,2,36,165,0.2,gurobi,0.9040699005126953,True,False,0.3545270890725425,True,,lfr,2026-03-11T21:29:36.304795
80,2,36,165,0.2,bnb_c,0.11786603927612305,True,False,0.354527089072544,True,,lfr,2026-03-11T21:29:36.530940
80,2,37,144,0.2,gurobi,0.30379438400268555,True,False,0.3741319444444437,True,,lfr,2026-03-11T21:29:36.953486
80,2,37,144,0.2,bnb_c,0.41454100608825684,True,False,0.374131944444444,True,,lfr,2026-03-11T21:29:37.470880
80,2,38,164,0.2,gurobi,1.5801239013671875,True,False,0.34739366448543,True,,lfr,2026-03-11T21:29:39.163307
80,2,38,164,0.2,bnb_c,0.3042168617248535,True,False,0.347393664485425,True,,lfr,2026-03-11T21:29:39.570952
80,2,39,144,0.2,gurobi,0.47122693061828613,True,False,0.3610869984567863,True,,lfr,2026-03-11T21:29:40.157314
80,2,39,144,0.2,bnb_c,0.09624791145324707,True,False,0.36108699845679,True,,lfr,2026-03-11T21:29:40.361661
80,2,40,128,0.2,gurobi,12.184736013412476,True,False,0.3671875,True,,lfr,2026-03-11T21:29:52.666147
80,2,40,128,0.2,bnb_c,2.820268154144287,True,False,0.3671875,True,,lfr,2026-03-11T21:29:55.592643
80,2,41,153,0.2,gurobi,0.5040791034698486,True,False,0.3625528642829663,True,,lfr,2026-03-11T21:29:56.218558
80,2,41,153,0.2,bnb_c,0.1084280014038086,True,False,0.362552864282968,True,,lfr,2026-03-11T21:29:56.434528
80,2,42,147,0.2,gurobi,8.02741026878357,True,False,0.3299088342820078,True,,lfr,2026-03-11T21:30:04.583855
80,2,42,147,0.2,bnb_c,1.8338589668273926,True,False,0.329908834282012,True,,lfr,2026-03-11T21:30:06.525347
80,2,43,136,0.2,gurobi,1.758345127105713,True,False,0.354995674740482,True,,lfr,2026-03-11T21:30:08.401405
80,2,43,136,0.2,bnb_c,0.45712828636169434,True,False,0.354995674740484,True,,lfr,2026-03-11T21:30:08.963737
80,2,44,156,0.2,gurobi,3.2939798831939697,True,False,0.33127876397107436,True,,lfr,2026-03-11T21:30:12.373412
80,2,44,156,0.2,bnb_c,1.7535648345947266,True,False,0.331278763971072,True,,lfr,2026-03-11T21:30:14.233827
80,2,45,162,0.2,gurobi,0.6362988948822021,True,False,0.35183279987806954,True,,lfr,2026-03-11T21:30:14.987776
80,2,45,162,0.2,bnb_c,0.4535071849822998,True,False,0.351832799878067,True,,lfr,2026-03-11T21:30:15.550755
80,2,46,160,0.2,gurobi,3.5422892570495605,True,False,0.3307617187499975,True,,lfr,2026-03-11T21:30:19.202937
80,2,46,160,0.2,bnb_c,2.4266481399536133,True,False,0.33076171875,True,,lfr,2026-03-11T21:30:21.737288
80,2,47,160,0.2,gurobi,3.9230310916900635,True,False,0.33044921874999716,True,,lfr,2026-03-11T21:30:25.785614
80,2,47,160,0.2,bnb_c,1.82063627243042,True,False,0.33044921875,True,,lfr,2026-03-11T21:30:27.714429
80,2,48,158,0.2,gurobi,0.7144980430603027,True,False,0.34810126582278306,True,,lfr,2026-03-11T21:30:28.537923
80,2,48,158,0.2,bnb_c,0.2960221767425537,True,False,0.348101265822785,True,,lfr,2026-03-11T21:30:28.939797
80,2,49,149,0.2,gurobi,18.373719930648804,True,False,0.3053466060087373,True,,lfr,2026-03-11T21:30:47.430483
80,2,49,149,0.2,bnb_c,2.362665891647339,True,False,0.305346606008738,True,,lfr,2026-03-11T21:30:49.901712
80,2,0,143,0.25,gurobi,1.0224032402038574,True,False,0.3589417575431552,True,,lfr,2026-03-11T21:30:51.039660
80,2,0,143,0.25,bnb_c,0.559237003326416,True,False,0.358941757543156,True,,lfr,2026-03-11T21:30:51.710689
80,2,1,152,0.25,gurobi,0.5920028686523438,True,False,0.3333621883656538,True,,lfr,2026-03-11T21:30:52.414065
80,2,1,152,0.25,bnb_c,0.2124028205871582,True,False,0.333362188365651,True,,lfr,2026-03-11T21:30:52.734377
80,2,2,164,0.25,gurobi,2.488744020462036,True,False,0.3218322427126752,True,,lfr,2026-03-11T21:30:55.334216
80,2,2,164,0.25,bnb_c,2.066187858581543,True,False,0.321832242712671,True,,lfr,2026-03-11T21:30:57.507612
80,2,3,158,0.25,gurobi,9.324930191040039,True,False,0.3246074347059755,True,,lfr,2026-03-11T21:31:06.949644
80,2,3,158,0.25,bnb_c,1.8508388996124268,True,False,0.324607434705977,True,,lfr,2026-03-11T21:31:08.906218
80,2,4,157,0.25,gurobi,4.0099992752075195,True,False,0.32802547770700924,True,,lfr,2026-03-11T21:31:13.034189
80,2,4,157,0.25,bnb_c,1.6396617889404297,True,False,0.328025477707006,True,,lfr,2026-03-11T21:31:14.780610
80,2,5,140,0.25,gurobi,1.0352580547332764,True,False,0.36428571428571593,True,,lfr,2026-03-11T21:31:15.931643
80,2,5,140,0.25,bnb_c,0.3487210273742676,True,False,0.364285714285714,True,,lfr,2026-03-11T21:31:16.384233
80,2,6,175,0.25,gurobi,5.4780659675598145,True,False,0.3027918367346932,True,,lfr,2026-03-11T21:31:21.974924
80,2,6,175,0.25,bnb_c,2.0982608795166016,True,False,0.302791836734694,True,,lfr,2026-03-11T21:31:24.181145
80,2,7,149,0.25,gurobi,0.9205319881439209,True,False,0.3387234809242852,True,,lfr,2026-03-11T21:31:25.216264
80,2,7,149,0.25,bnb_c,1.2744288444519043,True,False,0.338723480924283,True,,lfr,2026-03-11T21:31:26.598497
80,2,8,147,0.25,gurobi,1.7878029346466064,True,False,0.3083900226757336,True,,lfr,2026-03-11T21:31:28.497748
80,2,8,147,0.25,bnb_c,0.8119239807128906,True,False,0.308390022675737,True,,lfr,2026-03-11T21:31:29.416338
80,2,9,155,0.25,gurobi,9.10800290107727,True,False,0.32874089490114206,True,,lfr,2026-03-11T21:31:38.632621
80,2,9,155,0.25,bnb_c,3.5823402404785156,True,False,0.328740894901145,True,,lfr,2026-03-11T21:31:42.329013
80,2,10,143,0.25,gurobi,1.5822579860687256,True,False,0.360042055846248,True,,lfr,2026-03-11T21:31:44.021258
80,2,10,143,0.25,bnb_c,1.3231680393218994,True,False,0.360042055846252,True,,lfr,2026-03-11T21:31:45.452241
80,2,11,166,0.25,gurobi,0.934581995010376,True,False,0.32406735375236084,True,,lfr,2026-03-11T21:31:46.501153
80,2,11,166,0.25,bnb_c,1.9575512409210205,True,False,0.324067353752359,True,,lfr,2026-03-11T21:31:48.565550
80,2,12,158,0.25,gurobi,4.727560997009277,True,False,0.3372656625540768,True,,lfr,2026-03-11T21:31:53.402050
80,2,12,158,0.25,bnb_c,2.749464750289917,True,False,0.337265662554078,True,,lfr,2026-03-11T21:31:56.257812
80,2,13,169,0.25,gurobi,2.4264659881591797,True,False,0.34021918000069984,True,,lfr,2026-03-11T21:31:58.800211
80,2,13,169,0.25,bnb_c,0.573340892791748,True,False,0.3402191800007,True,,lfr,2026-03-11T21:31:59.483841
80,2,14,151,0.25,gurobi,2.9305670261383057,True,False,0.3413446778650048,True,,lfr,2026-03-11T21:32:02.529197
80,2,14,151,0.25,bnb_c,0.8352150917053223,True,False,0.341344677865006,True,,lfr,2026-03-11T21:32:03.471867
80,2,15,163,0.25,gurobi,1.1958870887756348,True,False,0.3097406752230055,True,,lfr,2026-03-11T21:32:04.784648
80,2,15,163,0.25,bnb_c,1.865595817565918,True,False,0.309740675223004,True,,lfr,2026-03-11T21:32:06.756902
80,2,16,155,0.25,gurobi,0.31859588623046875,True,False,0.35850156087408436,True,,lfr,2026-03-11T21:32:07.196201
80,2,16,155,0.25,bnb_c,0.08645296096801758,True,False,0.35850156087409,True,,lfr,2026-03-11T21:32:07.387025
80,2,17,156,0.25,gurobi,9.863976001739502,True,False,0.3223002958579933,True,,lfr,2026-03-11T21:32:17.371197
80,2,17,156,0.25,bnb_c,2.436807155609131,True,False,0.322300295857988,True,,lfr,2026-03-11T21:32:19.914279
80,2,18,146,0.25,gurobi,0.8495230674743652,True,False,0.32686714205291756,True,,lfr,2026-03-11T21:32:20.879464
80,2,18,146,0.25,bnb_c,0.9537332057952881,True,False,0.326867142052918,True,,lfr,2026-03-11T21:32:21.939823
80,2,19,145,0.25,gurobi,0.9969289302825928,True,False,0.3665873959571865,True,,lfr,2026-03-11T21:32:23.052094
80,2,19,145,0.25,bnb_c,0.16008687019348145,True,False,0.366587395957194,True,,lfr,2026-03-11T21:32:23.323076
80,2,20,144,0.25,gurobi,4.53474497795105,True,False,0.34374999999999606,True,,lfr,2026-03-11T21:32:27.980133
80,2,20,144,0.25,bnb_c,2.1984729766845703,True,False,0.34375,True,,lfr,2026-03-11T21:32:30.284199
80,2,21,167,0.25,gurobi,10.09997296333313,True,False,0.30915414679622777,True,,lfr,2026-03-11T21:32:40.500297
80,2,21,167,0.25,bnb_c,5.172388792037964,True,False,0.309154146796228,True,,lfr,2026-03-11T21:32:45.781804
80,2,22,156,0.25,gurobi,7.0694921016693115,True,False,0.330847304405,True,,lfr,2026-03-11T21:32:52.967773
80,2,22,156,0.25,bnb_c,6.763424873352051,True,False,0.330847304404997,True,,lfr,2026-03-11T21:32:59.845148
80,2,23,151,0.25,gurobi,0.8983008861541748,True,False,0.3278145695364249,True,,lfr,2026-03-11T21:33:00.863870
80,2,23,151,0.25,bnb_c,0.89858078956604,True,False,0.327814569536424,True,,lfr,2026-03-11T21:33:01.876022
80,2,24,153,0.25,gurobi,2.71940279006958,True,False,0.3489042675893904,True,,lfr,2026-03-11T21:33:04.707206
