n,actual_n,k,seed,num_edges,algorithm,time,success,timed_out,modularity,optimal,error,graph_type,xi,timestamp
20,20,2,11,23,bnb_c_seq,0.0058019161224365234,True,False,0.412098298676749,True,,abcd,0.1,2026-02-07T11:45:12.696626
20,20,2,11,23,bnb_c,0.007141828536987305,True,False,0.412098298676749,True,,abcd,0.1,2026-02-07T11:45:13.154896
20,20,2,11,23,bnb_c_pruned,0.007034778594970703,True,False,0.412098298676749,True,,abcd,0.1,2026-02-07T11:45:13.610962
20,20,2,11,23,pyomo_cplex,0.08125686645507812,True,False,0.41209829867674896,True,,abcd,0.1,2026-02-07T11:45:14.140737
20,20,2,11,23,bnb_py,0.02652883529663086,True,False,0.4120982986767487,True,,abcd,0.1,2026-02-07T11:45:14.620195
20,20,2,11,23,leiden_c_x100,0.00539708137512207,True,False,0.238185255198488,False,,abcd,0.1,2026-02-07T11:45:15.086233
20,20,2,12,25,gurobi,0.017552852630615234,True,False,0.4192000000000001,True,,abcd,0.1,2026-02-07T11:45:15.557411
20,20,2,12,25,bnb_c_seq,0.00631403923034668,True,False,0.4192,True,,abcd,0.1,2026-02-07T11:45:16.025217
20,20,2,12,25,bnb_c,0.006875038146972656,True,False,0.4192,True,,abcd,0.1,2026-02-07T11:45:16.484781
20,20,2,12,25,bnb_c_pruned,0.0068171024322509766,True,False,0.4192,True,,abcd,0.1,2026-02-07T11:45:16.941726
20,20,2,12,25,pyomo_cplex,0.08263397216796875,True,False,0.4192000000000002,True,,abcd,0.1,2026-02-07T11:45:17.478404
20,20,2,12,25,bnb_py,0.024699926376342773,True,False,0.4192000000000001,True,,abcd,0.1,2026-02-07T11:45:17.954198
20,20,2,12,25,leiden_c_x100,0.005777835845947266,True,False,0.3552,False,,abcd,0.1,2026-02-07T11:45:18.417988
20,20,2,13,26,gurobi,0.017885923385620117,True,False,0.4230769230769231,True,,abcd,0.1,2026-02-07T11:45:18.889845
20,20,2,13,26,bnb_c_seq,0.00545811653137207,True,False,0.423076923076923,True,,abcd,0.1,2026-02-07T11:45:19.359410
20,20,2,13,26,bnb_c,0.006886959075927734,True,False,0.423076923076923,True,,abcd,0.1,2026-02-07T11:45:19.820313
20,20,2,13,26,bnb_c_pruned,0.007360935211181641,True,False,0.423076923076923,True,,abcd,0.1,2026-02-07T11:45:20.277277
20,20,2,13,26,pyomo_cplex,0.08780813217163086,True,False,0.4230769230769233,True,,abcd,0.1,2026-02-07T11:45:20.818226
20,20,2,13,26,bnb_py,0.02315807342529297,True,False,0.42307692307692313,True,,abcd,0.1,2026-02-07T11:45:21.293495
20,20,2,13,26,leiden_c_x100,0.006273984909057617,True,False,0.411242603550296,False,,abcd,0.1,2026-02-07T11:45:21.756645
