n,k,graph_seed,num_edges,iterations,run,time,success,timed_out,modularity,optimal_modularity,error,timestamp,found_optimal,gap
100,2,2,284,50,2,0.007244110107421875,True,False,0.4088908450704225,0.4088908450704225,,2026-02-02T20:32:21.479141,True,0.0
100,2,3,312,50,3,0.007020711898803711,True,False,0.3790064102564103,0.3790064102564103,,2026-02-02T20:32:21.686172,True,0.0
100,2,4,261,50,4,0.007926225662231445,True,False,0.437566976409624,0.437566976409624,,2026-02-02T20:32:21.895777,True,0.0
100,2,5,253,50,5,0.006891012191772461,True,False,0.4169023106125701,0.4169023106125701,,2026-02-02T20:32:22.103231,True,0.0
100,2,6,267,50,6,0.007138967514038086,True,False,0.4187111616097855,0.4187111616097855,,2026-02-02T20:32:22.310947,True,0.0
100,2,7,271,50,7,0.006742954254150391,True,False,0.41049958470064407,0.41049958470064407,,2026-02-02T20:32:22.519585,True,0.0
100,2,8,287,50,8,0.007632255554199219,True,False,0.42680498731318817,0.42680498731318817,,2026-02-02T20:32:22.729858,True,0.0
100,2,9,301,50,9,0.007734060287475586,True,False,0.40630898113707353,0.40630898113707353,,2026-02-02T20:32:22.939209,True,0.0
100,2,10,249,50,10,0.006685972213745117,True,False,0.41795293624296387,0.41795293624296387,,2026-02-02T20:32:23.148117,True,0.0
100,2,11,296,50,11,0.006852149963378906,True,False,0.42356989590942296,0.42356989590942296,,2026-02-02T20:32:23.356395,True,0.0
100,2,12,303,50,12,0.006864070892333984,True,False,0.4009192998507771,0.4009192998507771,,2026-02-02T20:32:23.565944,True,0.0
100,2,13,278,50,13,0.006540060043334961,True,False,0.3989441540292946,0.3989441540292946,,2026-02-02T20:32:23.774613,True,0.0
100,2,14,279,50,14,0.006810188293457031,True,False,0.43516912680977893,0.43516912680977893,,2026-02-02T20:32:23.985279,True,0.0
100,2,15,326,50,15,0.007665872573852539,True,False,0.39090199104219214,0.39090199104219214,,2026-02-02T20:32:24.195629,True,0.0
100,2,16,294,50,16,0.0073468685150146484,True,False,0.4017538988384469,0.4017538988384469,,2026-02-02T20:32:24.405144,True,0.0
100,2,17,280,50,17,0.00722503662109375,True,False,0.4056122448979591,0.4056122448979591,,2026-02-02T20:32:24.616455,True,0.0
100,2,18,277,50,18,0.007050037384033203,True,False,0.407557768249293,0.407557768249293,,2026-02-02T20:32:24.826036,True,0.0
100,2,19,244,50,19,0.007868051528930664,True,False,0.43036146197258807,0.43036146197258807,,2026-02-02T20:32:25.038616,True,0.0
100,2,0,264,100,0,0.008950948715209961,True,False,0.39582615932047754,0.39582615932047754,,2026-02-02T20:32:25.249150,True,0.0
100,2,1,309,100,1,0.007843971252441406,True,False,0.42146081419339965,0.42146081419339965,,2026-02-02T20:32:25.461323,True,0.0
100,2,2,284,100,2,0.008311033248901367,True,False,0.4088908450704225,0.4088908450704225,,2026-02-02T20:32:25.673192,True,0.0
100,2,3,312,100,3,0.008489847183227539,True,False,0.3790064102564103,0.3790064102564103,,2026-02-02T20:32:25.881911,True,0.0
100,2,4,261,100,4,0.008224010467529297,True,False,0.437566976409624,0.437566976409624,,2026-02-02T20:32:26.095220,True,0.0
100,2,5,253,100,5,0.007909774780273438,True,False,0.4169023106125701,0.4169023106125701,,2026-02-02T20:32:26.304726,True,0.0
100,2,6,267,100,6,0.008554935455322266,True,False,0.4187111616097855,0.4187111616097855,,2026-02-02T20:32:26.517833,True,0.0
100,2,7,271,100,7,0.00925588607788086,True,False,0.41049958470064407,0.41049958470064407,,2026-02-02T20:32:26.731782,True,0.0
100,2,8,287,100,8,0.008141040802001953,True,False,0.42680498731318817,0.42680498731318817,,2026-02-02T20:32:26.942011,True,0.0
100,2,9,301,100,9,0.008725166320800781,True,False,0.40630898113707353,0.40630898113707353,,2026-02-02T20:32:27.156790,True,0.0
100,2,10,249,100,10,0.008434057235717773,True,False,0.41795293624296387,0.41795293624296387,,2026-02-02T20:32:27.369974,True,0.0
100,2,11,296,100,11,0.009670019149780273,True,False,0.42356989590942296,0.42356989590942296,,2026-02-02T20:32:27.585959,True,0.0
100,2,12,303,100,12,0.008845806121826172,True,False,0.4009192998507771,0.4009192998507771,,2026-02-02T20:32:27.796756,True,0.0
100,2,13,278,100,13,0.008065223693847656,True,False,0.3989441540292946,0.3989441540292946,,2026-02-02T20:32:28.012078,True,0.0
100,2,14,279,100,14,0.009418010711669922,True,False,0.43516912680977893,0.43516912680977893,,2026-02-02T20:32:28.223484,True,0.0
100,2,15,326,100,15,0.024793148040771484,True,False,0.39090199104219214,0.39090199104219214,,2026-02-02T20:32:28.450665,True,0.0
100,2,16,294,100,16,0.008220911026000977,True,False,0.4017538988384469,0.4017538988384469,,2026-02-02T20:32:28.669660,True,0.0
100,2,17,280,100,17,0.009163141250610352,True,False,0.4056122448979591,0.4056122448979591,,2026-02-02T20:32:28.881796,True,0.0
100,2,18,277,100,18,0.0075740814208984375,True,False,0.407557768249293,0.407557768249293,,2026-02-02T20:32:29.090680,True,0.0
100,2,19,244,100,19,0.007528066635131836,True,False,0.43036146197258807,0.43036146197258807,,2026-02-02T20:32:29.301403,True,0.0
100,2,0,264,200,0,0.010936975479125977,True,False,0.39582615932047754,0.39582615932047754,,2026-02-02T20:32:29.516401,True,0.0
100,2,1,309,200,1,0.010712862014770508,True,False,0.42146081419339965,0.42146081419339965,,2026-02-02T20:32:29.729800,True,0.0
100,2,2,284,200,2,0.010490655899047852,True,False,0.4088908450704225,0.4088908450704225,,2026-02-02T20:32:29.944293,True,0.0
100,2,3,312,200,3,0.011260271072387695,True,False,0.3790064102564103,0.3790064102564103,,2026-02-02T20:32:30.159673,True,0.0
100,2,4,261,200,4,0.01131296157836914,True,False,0.437566976409624,0.437566976409624,,2026-02-02T20:32:30.372277,True,0.0
100,2,5,253,200,5,0.010904788970947266,True,False,0.4169023106125701,0.4169023106125701,,2026-02-02T20:32:30.585850,True,0.0
100,2,6,267,200,6,0.010439872741699219,True,False,0.4187111616097855,0.4187111616097855,,2026-02-02T20:32:30.799178,True,0.0
100,2,7,271,200,7,0.010360240936279297,True,False,0.41049958470064407,0.41049958470064407,,2026-02-02T20:32:31.013928,True,0.0
100,2,8,287,200,8,0.010841131210327148,True,False,0.42680498731318817,0.42680498731318817,,2026-02-02T20:32:31.226611,True,0.0
100,2,9,301,200,9,0.010092020034790039,True,False,0.40630898113707353,0.40630898113707353,,2026-02-02T20:32:31.440128,True,0.0
100,2,10,249,200,10,0.010426998138427734,True,False,0.41795293624296387,0.41795293624296387,,2026-02-02T20:32:31.651694,True,0.0
100,2,11,296,200,11,0.010884761810302734,True,False,0.42356989590942296,0.42356989590942296,,2026-02-02T20:32:31.863843,True,0.0
100,2,12,303,200,12,0.010837793350219727,True,False,0.4009192998507771,0.4009192998507771,,2026-02-02T20:32:32.078255,True,0.0
100,2,13,278,200,13,0.010522127151489258,True,False,0.3989441540292946,0.3989441540292946,,2026-02-02T20:32:32.290765,True,0.0
100,2,14,279,200,14,0.010699033737182617,True,False,0.43516912680977893,0.43516912680977893,,2026-02-02T20:32:32.502798,True,0.0
100,2,15,326,200,15,0.010316133499145508,True,False,0.39090199104219214,0.39090199104219214,,2026-02-02T20:32:32.717347,True,0.0
100,2,16,294,200,16,0.010736227035522461,True,False,0.4017538988384469,0.4017538988384469,,2026-02-02T20:32:32.929223,True,0.0
100,2,17,280,200,17,0.010487794876098633,True,False,0.4056122448979591,0.4056122448979591,,2026-02-02T20:32:33.141266,True,0.0
100,2,18,277,200,18,0.010268211364746094,True,False,0.407557768249293,0.407557768249293,,2026-02-02T20:32:33.356767,True,0.0
100,2,19,244,200,19,0.011289119720458984,True,False,0.43036146197258807,0.43036146197258807,,2026-02-02T20:32:33.570896,True,0.0
100,2,0,264,500,0,0.018887758255004883,True,False,0.39582615932047754,0.39582615932047754,,2026-02-02T20:32:33.791585,True,0.0
100,2,1,309,500,1,0.017976999282836914,True,False,0.42146081419339965,0.42146081419339965,,2026-02-02T20:32:34.014164,True,0.0
