n,actual_n,k,seed,num_edges,algorithm,time,success,timed_out,modularity,optimal,error,graph_type,xi,timestamp
20,20,2,79,21,bnb_c,0.023355722427368164,True,False,0.452380952380952,True,,abcd,0.1,2026-03-03T02:42:41.515634
20,20,2,80,26,gurobi,0.017827272415161133,True,False,0.38387573964497035,True,,abcd,0.1,2026-03-03T02:42:41.661355
20,20,2,80,26,bnb_c,0.021093130111694336,True,False,0.38387573964497,True,,abcd,0.1,2026-03-03T02:42:41.799183
20,20,2,81,25,gurobi,0.030545949935913086,True,False,0.3672,True,,abcd,0.1,2026-03-03T02:42:41.956535
20,20,2,81,25,bnb_c,0.02220606803894043,True,False,0.3672,True,,abcd,0.1,2026-03-03T02:42:42.094770
20,20,2,82,26,gurobi,0.017253875732421875,True,False,0.4230769230769231,True,,abcd,0.1,2026-03-03T02:42:42.240092
20,20,2,82,26,bnb_c,0.02095794677734375,True,False,0.423076923076923,True,,abcd,0.1,2026-03-03T02:42:42.376841
20,13,2,83,15,gurobi,0.009855985641479492,True,False,0.43333333333333335,True,,abcd,0.1,2026-03-03T02:42:42.488528
20,13,2,83,15,bnb_c,0.014162063598632812,True,False,0.433333333333333,True,,abcd,0.1,2026-03-03T02:42:42.596960
20,20,2,84,24,gurobi,0.01779317855834961,True,False,0.4131944444444443,True,,abcd,0.1,2026-03-03T02:42:42.742577
20,20,2,84,24,bnb_c,0.02113819122314453,True,False,0.413194444444445,True,,abcd,0.1,2026-03-03T02:42:42.878941
20,20,2,85,25,gurobi,0.017791032791137695,True,False,0.4128000000000001,True,,abcd,0.1,2026-03-03T02:42:43.024722
20,20,2,85,25,bnb_c,0.02169013023376465,True,False,0.4128,True,,abcd,0.1,2026-03-03T02:42:43.160648
20,20,2,86,26,gurobi,0.01627326011657715,True,False,0.4201183431952659,True,,abcd,0.1,2026-03-03T02:42:43.291888
20,20,2,86,26,bnb_c,0.022076129913330078,True,False,0.420118343195266,True,,abcd,0.1,2026-03-03T02:42:43.428977
20,20,2,87,23,gurobi,0.025838136672973633,True,False,0.3695652173913044,True,,abcd,0.1,2026-03-03T02:42:43.572226
20,20,2,87,23,bnb_c,0.022394895553588867,True,False,0.369565217391304,True,,abcd,0.1,2026-03-03T02:42:43.710731
20,20,2,88,22,gurobi,0.026588916778564453,True,False,0.4049586776859509,True,,abcd,0.1,2026-03-03T02:42:43.854878
20,20,2,88,22,bnb_c,0.021899938583374023,True,False,0.40495867768595,True,,abcd,0.1,2026-03-03T02:42:43.991803
20,20,2,89,24,gurobi,0.022089242935180664,True,False,0.41666666666666663,True,,abcd,0.1,2026-03-03T02:42:44.135678
20,20,2,89,24,bnb_c,0.022014141082763672,True,False,0.416666666666667,True,,abcd,0.1,2026-03-03T02:42:44.273297
20,20,2,90,23,gurobi,0.022623062133789062,True,False,0.3695652173913044,True,,abcd,0.1,2026-03-03T02:42:44.417706
20,20,2,90,23,bnb_c,0.022702932357788086,True,False,0.369565217391304,True,,abcd,0.1,2026-03-03T02:42:44.556734
20,20,2,91,23,gurobi,0.017628908157348633,True,False,0.41209829867674885,True,,abcd,0.1,2026-03-03T02:42:44.700885
20,20,2,91,23,bnb_c,0.019697189331054688,True,False,0.412098298676749,True,,abcd,0.1,2026-03-03T02:42:44.835332
20,14,2,92,17,gurobi,0.011120080947875977,True,False,0.4411764705882353,True,,abcd,0.1,2026-03-03T02:42:44.948328
20,14,2,92,17,bnb_c,0.015295028686523438,True,False,0.441176470588235,True,,abcd,0.1,2026-03-03T02:42:45.059724
20,20,2,93,26,gurobi,0.01748490333557129,True,False,0.42307692307692246,True,,abcd,0.1,2026-03-03T02:42:45.203604
20,20,2,93,26,bnb_c,0.02180767059326172,True,False,0.423076923076923,True,,abcd,0.1,2026-03-03T02:42:45.340526
20,20,2,94,26,gurobi,0.017290830612182617,True,False,0.45488165680473347,True,,abcd,0.1,2026-03-03T02:42:45.485049
20,20,2,94,26,bnb_c,0.02183985710144043,True,False,0.454881656804734,True,,abcd,0.1,2026-03-03T02:42:45.622290
20,20,2,95,26,gurobi,0.017273902893066406,True,False,0.4607988165680472,True,,abcd,0.1,2026-03-03T02:42:45.767326
20,20,2,95,26,bnb_c,0.021393299102783203,True,False,0.460798816568047,True,,abcd,0.1,2026-03-03T02:42:45.903320
20,15,2,96,17,gurobi,0.011009931564331055,True,False,0.4342560553633219,True,,abcd,0.1,2026-03-03T02:42:46.015737
20,15,2,96,17,bnb_c,0.016022920608520508,True,False,0.434256055363322,True,,abcd,0.1,2026-03-03T02:42:46.127155
20,20,2,97,25,gurobi,0.017470836639404297,True,False,0.45680000000000004,True,,abcd,0.1,2026-03-03T02:42:46.273149
20,20,2,97,25,bnb_c,0.021380186080932617,True,False,0.4568,True,,abcd,0.1,2026-03-03T02:42:46.410276
